Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Search and Delete,Firefox 67.0,,,2019-08-14 09:59:35,2019-08-14 10:01:18,1m - 43.548s,INCOMPLETE
,,,,,,,
Test Cases/Application - Login/Login - STA,Firefox 67.0,Login in the application and check user element text,,2019-08-14 09:59:35,2019-08-14 10:00:06,30.617s,PASSED
"openBrowser("""")",Firefox 67.0,,,2019-08-14 09:59:37,2019-08-14 09:59:50,12.556s,PASSED
"navigateToUrl(""https://bt.adzu4-staging.codeworldwide.com/#"")",Firefox 67.0,,,2019-08-14 09:59:50,2019-08-14 09:59:51,1.690s,PASSED
"waitForElementPresent(findTestObject(""Page_Base/Page_Base/login_username""), 15)",Firefox 67.0,,,2019-08-14 09:59:51,2019-08-14 09:59:57,6.123s,PASSED
"setText(findTestObject(""Page_Base/Page_Base/login_username""), ""satinder.gandhi@codeworldwide.com"")",Firefox 67.0,,,2019-08-14 09:59:57,2019-08-14 09:59:58,0.910s,PASSED
"waitForElementPresent(findTestObject(""Page_Base/Page_Base/login_password""), 0)",Firefox 67.0,,,2019-08-14 09:59:58,2019-08-14 09:59:58,0.090s,PASSED
"setText(findTestObject(""Page_Base/Page_Base/login_password""), ""ADZU#os123"")",Firefox 67.0,,,2019-08-14 09:59:58,2019-08-14 09:59:59,0.590s,PASSED
"click(findTestObject(""Login/LoginButton_STA""))",Firefox 67.0,,,2019-08-14 09:59:59,2019-08-14 10:00:00,0.597s,PASSED
maximizeWindow(),Firefox 67.0,,,2019-08-14 10:00:00,2019-08-14 10:00:00,0.113s,PASSED
"waitForElementPresent(findTestObject(""Page_Base/Home Page/Page_Base/span_Satinder""), 1)",Firefox 67.0,,,2019-08-14 10:00:00,2019-08-14 10:00:01,1.122s,PASSED
"verifyElementText(findTestObject(""Page_Base/Home Page/Page_Base/span_Satinder""), ""Satinder"")",Firefox 67.0,,,2019-08-14 10:00:01,2019-08-14 10:00:04,2.820s,PASSED
,,,,,,,
Test Cases/Template Variables/Open Material and Template,Firefox 67.0,,,2019-08-14 10:00:06,2019-08-14 10:00:10,3.898s,PASSED
"waitForElementVisible(findTestObject(""Main Menu/Create Menu/a_Create""), 1)",Firefox 67.0,,,2019-08-14 10:00:07,2019-08-14 10:00:07,0.245s,PASSED
"click(findTestObject(""Main Menu/Create Menu/a_Create""))",Firefox 67.0,,,2019-08-14 10:00:07,2019-08-14 10:00:07,0.399s,PASSED
waitForPageLoad(0),Firefox 67.0,,,2019-08-14 10:00:07,2019-08-14 10:00:07,0.183s,PASSED
"click(findTestObject(""Main Menu/Create Menu/span_Materials  Templates""))",Firefox 67.0,,,2019-08-14 10:00:07,2019-08-14 10:00:08,0.222s,PASSED
waitForPageLoad(0),Firefox 67.0,,,2019-08-14 10:00:08,2019-08-14 10:00:08,0.095s,PASSED
,,,,,,,
Test Cases/Materials/Open Material,Firefox 67.0,,,2019-08-14 10:00:10,2019-08-14 10:00:15,5.398s,PASSED
delay(1),Firefox 67.0,,,2019-08-14 10:00:11,2019-08-14 10:00:12,1.104s,PASSED
"click(findTestObject(""Templates/Open Templates/Burger Menu""))",Firefox 67.0,,,2019-08-14 10:00:12,2019-08-14 10:00:12,0.353s,PASSED
"click(findTestObject(""Material/Open Material/MenuOption_Material""))",Firefox 67.0,,,2019-08-14 10:00:12,2019-08-14 10:00:12,0.149s,PASSED
delay(1),Firefox 67.0,,,2019-08-14 10:00:12,2019-08-14 10:00:13,1.008s,PASSED
,,,,,,,
Test Cases/Materials/Search Material,Firefox 67.0,,,2019-08-14 10:00:15,2019-08-14 10:00:21,5.246s,PASSED
"waitForElementPresent(findTestObject(""Template_Variables/Search_TemplateVariables/Template_Variable_Filter_Toggle""), 1)",Firefox 67.0,,,2019-08-14 10:00:16,2019-08-14 10:00:16,0.039s,PASSED
"click(findTestObject(""Template_Variables/Search_TemplateVariables/Template_Variable_Filter_Toggle""))",Firefox 67.0,,,2019-08-14 10:00:16,2019-08-14 10:00:16,0.510s,PASSED
"waitForElementPresent(findTestObject(""Material/Search Material/Text_SearchMaterial""), 1)",Firefox 67.0,,,2019-08-14 10:00:16,2019-08-14 10:00:16,0.066s,PASSED
"setText(findTestObject(""Material/Search Material/Text_SearchMaterial""), ""Material_Test"")",Firefox 67.0,,,2019-08-14 10:00:16,2019-08-14 10:00:17,0.233s,PASSED
"waitForElementVisible(findTestObject(""Template_Variables/Search_TemplateVariables/Template_Variable_Hide_Button""), 1)",Firefox 67.0,,,2019-08-14 10:00:17,2019-08-14 10:00:17,0.248s,PASSED
"click(findTestObject(""Template_Variables/Search_TemplateVariables/Template_Variable_Hide_Button""))",Firefox 67.0,,,2019-08-14 10:00:17,2019-08-14 10:00:17,0.556s,PASSED
delay(1),Firefox 67.0,,,2019-08-14 10:00:17,2019-08-14 10:00:18,1.008s,PASSED
,,,,,,,
Test Cases/Materials/Delete Material,Firefox 67.0,,,2019-08-14 10:00:21,2019-08-14 10:00:27,6.709s,PASSED
delay(0),Firefox 67.0,,,2019-08-14 10:00:21,2019-08-14 10:00:21,0.012s,PASSED
"click(findTestObject(""Material/Delete Material/Menu_MaterialAction""))",Firefox 67.0,,,2019-08-14 10:00:21,2019-08-14 10:00:21,0.363s,PASSED
delay(1),Firefox 67.0,,,2019-08-14 10:00:21,2019-08-14 10:00:22,1.018s,PASSED
"click(findTestObject(""Material/Delete Material/MenuOption_Delete""))",Firefox 67.0,,,2019-08-14 10:00:22,2019-08-14 10:00:23,0.403s,PASSED
