Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Build Material,Firefox 67.0,,,2019-08-13 17:11:52,2019-08-13 17:12:33,40.626s,INCOMPLETE
,,,,,,,
Test Cases/Application - Login/Login - STA,Firefox 67.0,Login in the application and check user element text,,2019-08-13 17:11:53,2019-08-13 17:12:33,40.101s,PASSED
"openBrowser("""")",Firefox 67.0,,,2019-08-13 17:11:55,2019-08-13 17:12:08,13.719s,PASSED
"navigateToUrl(""https://bt.adzu4-staging.codeworldwide.com/#"")",Firefox 67.0,,,2019-08-13 17:12:08,2019-08-13 17:12:10,2.114s,PASSED
"waitForElementPresent(findTestObject(""Page_Base/Page_Base/login_username""), 10)",Firefox 67.0,,,2019-08-13 17:12:10,2019-08-13 17:12:15,4.363s,PASSED
"setText(findTestObject(""Page_Base/Page_Base/login_username""), ""satinder.gandhi@codeworldwide.com"")",Firefox 67.0,,,2019-08-13 17:12:15,2019-08-13 17:12:18,3.323s,PASSED
"setText(findTestObject(""Page_Base/Page_Base/login_password""), ""ADZU#os123"")",Firefox 67.0,,,2019-08-13 17:12:18,2019-08-13 17:12:21,3.232s,PASSED
"click(findTestObject(""Login/LoginButton_STA""))",Firefox 67.0,,,2019-08-13 17:12:21,2019-08-13 17:12:24,2.348s,PASSED
maximizeWindow(),Firefox 67.0,,,2019-08-13 17:12:24,2019-08-13 17:12:25,1.048s,PASSED
"waitForElementPresent(findTestObject(""Page_Base/Home Page/Page_Base/span_Satinder""), 1)",Firefox 67.0,,,2019-08-13 17:12:25,2019-08-13 17:12:26,1.577s,PASSED
"verifyElementText(findTestObject(""Page_Base/Home Page/Page_Base/span_Satinder""), ""Satinder"")",Firefox 67.0,,,2019-08-13 17:12:26,2019-08-13 17:12:30,3.624s,PASSED
delay(1),Firefox 67.0,,,2019-08-13 17:12:30,2019-08-13 17:12:31,1.053s,PASSED
